;set_id;name;year;theme;subtheme;themeGroup;category;pieces;minifigs;agerange_min;US_retailPrice;bricksetURL;thumbnailURL;imageURL
877;3666-1;Billy Bear and Mortimer Mouse's  Service Station;1982;Fabuland;;Junior;Normal;28.0;2.0;;;https://brickset.com/sets/3666-1;https://images.brickset.com/sets/small/3666-1.jpg;https://images.brickset.com/sets/images/3666-1.jpg
878;3667-1;Pat and Freddy's Shop;1982;Fabuland;;Junior;Normal;58.0;2.0;;;https://brickset.com/sets/3667-1;https://images.brickset.com/sets/small/3667-1.jpg;https://images.brickset.com/sets/images/3667-1.jpg
879;3669-1;Fire Station;1982;Fabuland;;Junior;Normal;33.0;3.0;;;https://brickset.com/sets/3669-1;https://images.brickset.com/sets/small/3669-1.jpg;https://images.brickset.com/sets/images/3669-1.jpg
880;3672-1;The Motel;1982;Fabuland;;Junior;Normal;60.0;3.0;;;https://brickset.com/sets/3672-1;https://images.brickset.com/sets/small/3672-1.jpg;https://images.brickset.com/sets/images/3672-1.jpg
881;3678-1;Lionel Lion's Lodge;1982;Fabuland;;Junior;Normal;123.0;4.0;;;https://brickset.com/sets/3678-1;https://images.brickset.com/sets/small/3678-1.jpg;https://images.brickset.com/sets/images/3678-1.jpg
882;3694-1;Figure collection;1982;Fabuland;;Junior;Normal;;;;;https://brickset.com/sets/3694-1;https://images.brickset.com/sets/small/3694-1.jpg;https://images.brickset.com/sets/images/3694-1.jpg
883;3695-1;Figure collection;1982;Fabuland;;Junior;Normal;;80.0;;;https://brickset.com/sets/3695-1;https://images.brickset.com/sets/small/3695-1.jpg;https://images.brickset.com/sets/images/3695-1.jpg
884;3701-1;Charlie Cat the fisherman;1982;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3701-1;https://images.brickset.com/sets/small/3701-1.jpg;https://images.brickset.com/sets/images/3701-1.jpg
885;3703-1;Peter Pig the Cook;1982;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3703-1;https://images.brickset.com/sets/small/3703-1.jpg;https://images.brickset.com/sets/images/3703-1.jpg
886;3704-1;Marjorie Mouse;1982;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3704-1;https://images.brickset.com/sets/small/3704-1.jpg;https://images.brickset.com/sets/images/3704-1.jpg
887;3706-1;Ernie Elephant;1982;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3706-1;https://images.brickset.com/sets/small/3706-1.jpg;https://images.brickset.com/sets/images/3706-1.jpg
888;3707-1;Clara Cow;1982;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3707-1;https://images.brickset.com/sets/small/3707-1.jpg;https://images.brickset.com/sets/images/3707-1.jpg
889;3708-1;Rufus Rabbit;1982;Fabuland;;Junior;Normal;3.0;1.0;;;https://brickset.com/sets/3708-1;https://images.brickset.com/sets/small/3708-1.jpg;https://images.brickset.com/sets/images/3708-1.jpg
890;3781-1;Maximillian Mouse;1982;Fabuland;;Junior;Normal;4.0;1.0;;;https://brickset.com/sets/3781-1;https://images.brickset.com/sets/small/3781-1.jpg;https://images.brickset.com/sets/images/3781-1.jpg
891;3782-1;Paul Parrot;1982;Fabuland;;Junior;Normal;4.0;1.0;;;https://brickset.com/sets/3782-1;https://images.brickset.com/sets/small/3782-1.jpg;https://images.brickset.com/sets/images/3782-1.jpg
892;3784-1;Hugo Hog the Tinker;1982;Fabuland;;Junior;Normal;4.0;1.0;;;https://brickset.com/sets/3784-1;https://images.brickset.com/sets/small/3784-1.jpg;https://images.brickset.com/sets/images/3784-1.jpg
893;3786-1;Boris Bulldog;1982;Fabuland;;Junior;Normal;8.0;1.0;;;https://brickset.com/sets/3786-1;https://images.brickset.com/sets/small/3786-1.jpg;https://images.brickset.com/sets/images/3786-1.jpg
894;4005-1;Tug Boat;1982;Boats;;Modern day;Normal;66.0;1.0;;;https://brickset.com/sets/4005-1;https://images.brickset.com/sets/small/4005-1.jpg;https://images.brickset.com/sets/images/4005-1.jpg
895;4015-1;Freighter;1982;Boats;;Modern day;Normal;80.0;2.0;;;https://brickset.com/sets/4015-1;https://images.brickset.com/sets/small/4015-1.jpg;https://images.brickset.com/sets/images/4015-1.jpg
896;4025-1;Fire Boat;1982;Boats;;Modern day;Normal;150.0;3.0;;;https://brickset.com/sets/4025-1;https://images.brickset.com/sets/small/4025-1.jpg;https://images.brickset.com/sets/images/4025-1.jpg
897;5235-2;Schoolroom;1982;Homemaker;;Vintage;Normal;231.0;;;;https://brickset.com/sets/5235-2;https://images.brickset.com/sets/small/5235-2.jpg;https://images.brickset.com/sets/images/5235-2.jpg
898;6302-1;Mini-Figure Set;1982;Town;Accessories;Modern day;Normal;25.0;6.0;5.0;;https://brickset.com/sets/6302-1;https://images.brickset.com/sets/small/6302-1.jpg;https://images.brickset.com/sets/images/6302-1.jpg
899;6308-1;Policemen;1982;Town;Accessories;Modern day;Normal;20.0;4.0;;;https://brickset.com/sets/6308-1;https://images.brickset.com/sets/small/6308-1.jpg;https://images.brickset.com/sets/images/6308-1.jpg
900;6362-1;Post Office;1982;Town;Postal;Modern day;Normal;133.0;1.0;;;https://brickset.com/sets/6362-1;https://images.brickset.com/sets/small/6362-1.jpg;https://images.brickset.com/sets/images/6362-1.jpg
901;6372-1;Town House;1982;Town;Leisure;Modern day;Normal;217.0;2.0;;;https://brickset.com/sets/6372-1;https://images.brickset.com/sets/small/6372-1.jpg;https://images.brickset.com/sets/images/6372-1.jpg
902;6607-1;Service Truck;1982;Town;Maintenance;Modern day;Normal;20.0;1.0;;;https://brickset.com/sets/6607-1;https://images.brickset.com/sets/small/6607-1.jpg;https://images.brickset.com/sets/images/6607-1.jpg
903;6608-1;Tractor;1982;Town;Maintenance;Modern day;Normal;21.0;1.0;;;https://brickset.com/sets/6608-1;https://images.brickset.com/sets/small/6608-1.jpg;https://images.brickset.com/sets/images/6608-1.jpg
904;6651-1;Mail Truck;1982;Town;Postal;Modern day;Normal;47.0;1.0;;;https://brickset.com/sets/6651-1;https://images.brickset.com/sets/small/6651-1.jpg;https://images.brickset.com/sets/images/6651-1.jpg
905;6653-1;Highway Maintenance Truck;1982;Town;Maintenance;Modern day;Normal;56.0;1.0;;;https://brickset.com/sets/6653-1;https://images.brickset.com/sets/small/6653-1.jpg;https://images.brickset.com/sets/images/6653-1.jpg
906;6685-1;Fire Copter 1;1982;Town;Fire;Modern day;Normal;99.0;1.0;;;https://brickset.com/sets/6685-1;https://images.brickset.com/sets/small/6685-1.jpg;https://images.brickset.com/sets/images/6685-1.jpg
907;6880-1;Surface Explorer;1982;Space;Classic;Action/Adventure;Normal;82.0;1.0;;;https://brickset.com/sets/6880-1;https://images.brickset.com/sets/small/6880-1.jpg;https://images.brickset.com/sets/images/6880-1.jpg
908;6890-1;Cosmic Cruiser;1982;Space;Classic;Action/Adventure;Normal;115.0;1.0;;;https://brickset.com/sets/6890-1;https://images.brickset.com/sets/small/6890-1.jpg;https://images.brickset.com/sets/images/6890-1.jpg
909;6950-1;Mobile Rocket Transport;1982;Space;Classic;Action/Adventure;Normal;209.0;2.0;6.0;;https://brickset.com/sets/6950-1;https://images.brickset.com/sets/small/6950-1.jpg;https://images.brickset.com/sets/images/6950-1.jpg
910;8030-1;Universal Set;1982;Technic;Universal;Technical;Normal;141.0;;;;https://brickset.com/sets/8030-1;https://images.brickset.com/sets/small/8030-1.jpg;https://images.brickset.com/sets/images/8030-1.jpg
911;8050-1;Universal Motor Set;1982;Technic;Universal;Technical;Normal;141.0;;;;https://brickset.com/sets/8050-1;https://images.brickset.com/sets/small/8050-1.jpg;https://images.brickset.com/sets/images/8050-1.jpg
912;8090-1;Universal Set;1982;Technic;Universal;Technical;Normal;266.0;;;;https://brickset.com/sets/8090-1;https://images.brickset.com/sets/small/8090-1.jpg;https://images.brickset.com/sets/images/8090-1.jpg
913;8700-1;Power Pack;1982;Technic;Supplementary;Technical;Normal;26.0;;;;https://brickset.com/sets/8700-1;https://images.brickset.com/sets/small/8700-1.jpg;https://images.brickset.com/sets/images/8700-1.jpg
914;8846-1;Tow Truck;1982;Technic;;Technical;Normal;379.0;;;;https://brickset.com/sets/8846-1;https://images.brickset.com/sets/small/8846-1.jpg;https://images.brickset.com/sets/images/8846-1.jpg
915;50YOP-1;50 Years of Play;1982;Books;LEGO;Miscellaneous;Book;;;;;https://brickset.com/sets/50YOP-1;https://images.brickset.com/sets/small/50YOP-1.jpg;https://images.brickset.com/sets/images/50YOP-1.jpg
916;710-3;Basic Building Set, 7+;1983;Basic;;Basic;Normal;364.0;2.0;;;https://brickset.com/sets/710-3;https://images.brickset.com/sets/small/710-3.jpg;https://images.brickset.com/sets/images/710-3.jpg
917;757-1;Storage Tray Red;1983;Gear;Storage;Miscellaneous;Gear;;;;;https://brickset.com/sets/757-1;https://images.brickset.com/sets/small/757-1.jpg;https://images.brickset.com/sets/images/757-1.jpg
918;758-1;Storage Tray Blue;1983;Gear;Storage;Miscellaneous;Gear;;;;;https://brickset.com/sets/758-1;https://images.brickset.com/sets/small/758-1.jpg;https://images.brickset.com/sets/images/758-1.jpg
919;1031-1;Building Cards - 1030;1983;Dacta;;Educational;Normal;20.0;;;;https://brickset.com/sets/1031-1;https://images.brickset.com/sets/small/1031-1.jpg;https://images.brickset.com/sets/images/1031-1.jpg
920;1055-1;Mini Basic Pack;1983;Dacta;;Educational;Normal;;;;;https://brickset.com/sets/1055-1;;
921;1126-1;Jack;1983;Service Packs;;Miscellaneous;Normal;2.0;;;;https://brickset.com/sets/1126-1;https://images.brickset.com/sets/small/1126-1.jpg;https://images.brickset.com/sets/images/1126-1.jpg
922;1161-1;Pump cylinder;1983;Service Packs;Technic;Miscellaneous;Normal;1.0;;;;https://brickset.com/sets/1161-1;https://images.brickset.com/sets/small/1161-1.jpg;https://images.brickset.com/sets/images/1161-1.jpg
923;1593-1;Super Model Building Instructions;1983;Space;Classic;Action/Adventure;Normal;313.0;2.0;;;https://brickset.com/sets/1593-1;https://images.brickset.com/sets/small/1593-1.jpg;https://images.brickset.com/sets/images/1593-1.jpg
924;1907-1;Crecer Feliz Giftbox;1983;Duplo;;Pre-school;Normal;2.0;;;;https://brickset.com/sets/1907-1;;
925;1911-1;Basic Set;1983;Basic;;Basic;Normal;34.0;;;;https://brickset.com/sets/1911-1;;
926;1912-1;Car;1983;Basic;;Basic;Normal;20.0;;;;https://brickset.com/sets/1912-1;https://images.brickset.com/sets/small/1912-1.jpg;https://images.brickset.com/sets/images/1912-1.jpg
927;1913-1;Boat;1983;Basic;;Basic;Normal;27.0;;;;https://brickset.com/sets/1913-1;https://images.brickset.com/sets/small/1913-1.jpg;https://images.brickset.com/sets/images/1913-1.jpg
928;1914-1;Helicopter;1983;Basic;;Basic;Normal;20.0;;;;https://brickset.com/sets/1914-1;https://images.brickset.com/sets/small/1914-1.jpg;https://images.brickset.com/sets/images/1914-1.jpg
929;1915-1;Aircraft;1983;Basic;;Basic;Normal;20.0;;;;https://brickset.com/sets/1915-1;https://images.brickset.com/sets/small/1915-1.jpg;https://images.brickset.com/sets/images/1915-1.jpg
930;1916-2;Animal;1983;Duplo;;Pre-school;Normal;6.0;;;;https://brickset.com/sets/1916-2;https://images.brickset.com/sets/small/1916-2.jpg;https://images.brickset.com/sets/images/1916-2.jpg
931;1917-2;Animal;1983;Duplo;;Pre-school;Normal;5.0;;;;https://brickset.com/sets/1917-2;https://images.brickset.com/sets/small/1917-2.jpg;https://images.brickset.com/sets/images/1917-2.jpg
932;1918-1;Bird;1983;Duplo;;Pre-school;Normal;5.0;;;;https://brickset.com/sets/1918-1;https://images.brickset.com/sets/small/1918-1.jpg;https://images.brickset.com/sets/images/1918-1.jpg
933;1919-1;Duplo Promotional Set;1983;Duplo;;Pre-school;Normal;4.0;1.0;;;https://brickset.com/sets/1919-1;https://images.brickset.com/sets/small/1919-1.jpg;https://images.brickset.com/sets/images/1919-1.jpg
934;1924-1;Motorcycle;1983;Technic;;Technical;Normal;103.0;;;;https://brickset.com/sets/1924-1;https://images.brickset.com/sets/small/1924-1.jpg;https://images.brickset.com/sets/images/1924-1.jpg
935;1944-1;Universal Building Set with Storage Case;1983;Basic;;Basic;Normal;138.0;;;;https://brickset.com/sets/1944-1;https://images.brickset.com/sets/small/1944-1.jpg;https://images.brickset.com/sets/images/1944-1.jpg
936;1977-1;Special Three-Set Space Pack;1983;Space;Bonus/Value Pack;Action/Adventure;Collection;82.0;;;;https://brickset.com/sets/1977-1;https://images.brickset.com/sets/small/1977-1.jpg;https://images.brickset.com/sets/images/1977-1.jpg
937;1978-2;Town Value Pack;1983;Town;Bonus/Value Pack;Modern day;Collection;100.0;;;;https://brickset.com/sets/1978-2;https://images.brickset.com/sets/small/1978-2.jpg;https://images.brickset.com/sets/images/1978-2.jpg
938;2015-1;Oval Rattle;1983;Duplo;Baby;Pre-school;Normal;1.0;;;;https://brickset.com/sets/2015-1;https://images.brickset.com/sets/small/2015-1.jpg;https://images.brickset.com/sets/images/2015-1.jpg
939;2023-1;Square Rattle;1983;Duplo;Baby;Pre-school;Normal;1.0;;;;https://brickset.com/sets/2023-1;https://images.brickset.com/sets/small/2023-1.jpg;https://images.brickset.com/sets/images/2023-1.jpg
940;2024-1;Duck Rattle;1983;Duplo;Baby;Pre-school;Normal;1.0;;;;https://brickset.com/sets/2024-1;https://images.brickset.com/sets/small/2024-1.jpg;https://images.brickset.com/sets/images/2024-1.jpg
941;2037-1;Spin-A-Coaster;1983;Duplo;Baby;Pre-school;Normal;2.0;;;;https://brickset.com/sets/2037-1;;
942;2038-1;Activity and Bath Toy;1983;Duplo;Baby;Pre-school;Normal;2.0;;;;https://brickset.com/sets/2038-1;;
943;2365-1;Basic Set Safari;1983;Duplo;;Pre-school;Normal;34.0;;;;https://brickset.com/sets/2365-1;https://images.brickset.com/sets/small/2365-1.jpg;https://images.brickset.com/sets/images/2365-1.jpg
944;2401-1;Racer;1983;Duplo;;Pre-school;Normal;3.0;1.0;;;https://brickset.com/sets/2401-1;;
945;2402-1;Police Car;1983;Duplo;;Pre-school;Normal;5.0;1.0;;;https://brickset.com/sets/2402-1;;
946;2411-1;Camping;1983;Duplo;;Pre-school;Normal;11.0;2.0;;;https://brickset.com/sets/2411-1;;
947;2634-1;Tip Truck;1983;Duplo;;Pre-school;Normal;7.0;1.0;;;https://brickset.com/sets/2634-1;https://images.brickset.com/sets/small/2634-1.jpg;https://images.brickset.com/sets/images/2634-1.jpg
948;2646-1;Crane Set;1983;Duplo;;Pre-school;Normal;23.0;1.0;;;https://brickset.com/sets/2646-1;;
949;2700-1;Train Set;1983;Duplo;Trains;Pre-school;Normal;31.0;1.0;;;https://brickset.com/sets/2700-1;https://images.brickset.com/sets/small/2700-1.jpg;https://images.brickset.com/sets/images/2700-1.jpg
950;2705-1;Passenger Train;1983;Duplo;Trains;Pre-school;Normal;12.0;2.0;;;https://brickset.com/sets/2705-1;https://images.brickset.com/sets/small/2705-1.jpg;https://images.brickset.com/sets/images/2705-1.jpg
951;2711-1;Straight Tracks;1983;Duplo;Trains;Pre-school;Normal;4.0;;;;https://brickset.com/sets/2711-1;https://images.brickset.com/sets/small/2711-1.jpg;https://images.brickset.com/sets/images/2711-1.jpg
952;2712-1;Curved Tracks;1983;Duplo;Trains;Pre-school;Normal;4.0;;;;https://brickset.com/sets/2712-1;https://images.brickset.com/sets/small/2712-1.jpg;https://images.brickset.com/sets/images/2712-1.jpg
953;3626-1;Roger Racoon and his Sports Car;1983;Fabuland;;Junior;Normal;16.0;1.0;;;https://brickset.com/sets/3626-1;https://images.brickset.com/sets/small/3626-1.jpg;https://images.brickset.com/sets/images/3626-1.jpg
954;3627-1;Bonnie Bunny ;1983;Fabuland;;Junior;Normal;18.0;1.0;;;https://brickset.com/sets/3627-1;https://images.brickset.com/sets/small/3627-1.jpg;https://images.brickset.com/sets/images/3627-1.jpg
955;3637-1;Gertrude Goat the painter;1983;Fabuland;;Junior;Normal;14.0;1.0;;;https://brickset.com/sets/3637-1;https://images.brickset.com/sets/small/3637-1.jpg;https://images.brickset.com/sets/images/3637-1.jpg
956;3638-1;Fire Engine;1983;Fabuland;;Junior;Normal;17.0;1.0;;;https://brickset.com/sets/3638-1;https://images.brickset.com/sets/small/3638-1.jpg;https://images.brickset.com/sets/images/3638-1.jpg
957;3709-1;Henry Horse the carpenter;1983;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3709-1;https://images.brickset.com/sets/small/3709-1.jpg;https://images.brickset.com/sets/images/3709-1.jpg
958;3710-1;Patrick Panda;1983;Fabuland;;Junior;Normal;2.0;1.0;;;https://brickset.com/sets/3710-1;https://images.brickset.com/sets/small/3710-1.jpg;https://images.brickset.com/sets/images/3710-1.jpg
959;3787-1;Hannah Hippopotamus the public gardener;1983;Fabuland;;Junior;Normal;8.0;1.0;;;https://brickset.com/sets/3787-1;https://images.brickset.com/sets/small/3787-1.jpg;https://images.brickset.com/sets/images/3787-1.jpg
960;3788-1;Paulette Poodles' Living Room;1983;Fabuland;;Junior;Normal;12.0;1.0;;;https://brickset.com/sets/3788-1;https://images.brickset.com/sets/small/3788-1.jpg;https://images.brickset.com/sets/images/3788-1.jpg
961;6002-1;Town Figures;1983;Town;Accessories;Modern day;Normal;20.0;4.0;;;https://brickset.com/sets/6002-1;https://images.brickset.com/sets/small/6002-1.jpg;https://images.brickset.com/sets/images/6002-1.jpg
962;6002-2;Castle Figures;1983;Castle;Classic;Historical;Normal;22.0;4.0;;;https://brickset.com/sets/6002-2;https://images.brickset.com/sets/small/6002-2.jpg;https://images.brickset.com/sets/images/6002-2.jpg
963;6307-1;Firemen;1983;Town;Accessories;Modern day;Normal;22.0;4.0;;;https://brickset.com/sets/6307-1;https://images.brickset.com/sets/small/6307-1.jpg;https://images.brickset.com/sets/images/6307-1.jpg
964;6371-1;Shell Service Station;1983;Town;Shops and Services;Modern day;Normal;261.0;3.0;;;https://brickset.com/sets/6371-1;https://images.brickset.com/sets/small/6371-1.jpg;https://images.brickset.com/sets/images/6371-1.jpg
965;6374-1;Holiday Home;1983;Town;Leisure;Modern day;Normal;249.0;2.0;;;https://brickset.com/sets/6374-1;https://images.brickset.com/sets/small/6374-1.jpg;https://images.brickset.com/sets/images/6374-1.jpg
966;6384-1;Police Station;1983;Town;Police;Modern day;Normal;389.0;4.0;;;https://brickset.com/sets/6384-1;https://images.brickset.com/sets/small/6384-1.jpg;https://images.brickset.com/sets/images/6384-1.jpg
967;6606-1;Road Repair Set;1983;Town;Maintenance;Modern day;Normal;27.0;1.0;;;https://brickset.com/sets/6606-1;https://images.brickset.com/sets/small/6606-1.jpg;https://images.brickset.com/sets/images/6606-1.jpg
968;6623-1;Police Car;1983;Town;Police;Modern day;Normal;39.0;1.0;;;https://brickset.com/sets/6623-1;https://images.brickset.com/sets/small/6623-1.jpg;https://images.brickset.com/sets/images/6623-1.jpg
969;6624-1;Delivery Van;1983;Town;Vehicles;Modern day;Normal;41.0;1.0;;;https://brickset.com/sets/6624-1;https://images.brickset.com/sets/small/6624-1.jpg;https://images.brickset.com/sets/images/6624-1.jpg
970;6652-1;Construction Truck;1983;Town;Construction;Modern day;Normal;44.0;1.0;;;https://brickset.com/sets/6652-1;https://images.brickset.com/sets/small/6652-1.jpg;https://images.brickset.com/sets/images/6652-1.jpg
971;6654-1;Motorcycle Transport;1983;Town;Vehicles;Modern day;Normal;42.0;1.0;;;https://brickset.com/sets/6654-1;https://images.brickset.com/sets/small/6654-1.jpg;https://images.brickset.com/sets/images/6654-1.jpg
972;6683-1;Hamburger Stand;1983;Town;Shops and Services;Modern day;Normal;69.0;2.0;;;https://brickset.com/sets/6683-1;https://images.brickset.com/sets/small/6683-1.jpg;https://images.brickset.com/sets/images/6683-1.jpg
973;6692-1;Tractor Trailer;1983;Town;Vehicles;Modern day;Normal;96.0;1.0;;;https://brickset.com/sets/6692-1;https://images.brickset.com/sets/small/6692-1.jpg;https://images.brickset.com/sets/images/6692-1.jpg
